Model,Broad.phase.of.flight,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Year
150G,Approach,VMC,0.0,1.0,0.0,0.0,1982
PA-38-112,Takeoff,VMC,0.0,0.0,0.0,2.0,1982
170,Landing,VMC,0.0,0.0,1.0,0.0,1982
269C,Approach,VMC,0.0,0.0,0.0,1.0,1982
320C,Taxi,VMC,0.0,0.0,0.0,3.0,1982
T210M,Landing,VMC,0.0,0.0,0.0,2.0,1982
FIREFLY-7,Takeoff,VMC,0.0,1.0,1.0,2.0,1982
152,Approach,VMC,0.0,0.0,0.0,2.0,1982
T21OL,Climb,VMC,6.0,0.0,0.0,0.0,1982
BALLOON AX7,Landing,VMC,0.0,0.0,1.0,4.0,1982
PA-32-260,Unknown,VMC,4.0,0.0,0.0,0.0,1982
172N,Landing,VMC,0.0,0.0,0.0,2.0,1982
172L,Cruise,VMC,0.0,0.0,0.0,2.0,1982
SGS1-260,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
J3-F65,Approach,VMC,0.0,0.0,1.0,1.0,1982
140A,Maneuvering,VMC,0.0,1.0,0.0,0.0,1982
,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
152,Maneuvering,VMC,0.0,0.0,0.0,2.0,1982
47G,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-25-235,Maneuvering,VMC,1.0,0.0,1.0,1.0,1982
PDQ-2,Taxi,VMC,0.0,0.0,1.0,0.0,1982
PA-28-161,Taxi,VMC,0.0,0.0,0.0,2.0,1982
PA-25-235C,Taxi,VMC,0.0,0.0,0.0,1.0,1982
8GCBC,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-38-112,Landing,VMC,0.0,0.0,0.0,1.0,1982
206B III,Cruise,VMC,0.0,0.0,0.0,2.0,1982
U206,Cruise,VMC,0.0,0.0,0.0,2.0,1982
A152,Maneuvering,VMC,2.0,0.0,0.0,0.0,1982
415-C,Takeoff,VMC,1.0,0.0,0.0,0.0,1982
500,Cruise,IMC,0.0,0.0,0.0,4.0,1982
182RG,Landing,VMC,0.0,0.0,0.0,4.0,1982
35-B33,Climb,VMC,0.0,0.0,1.0,3.0,1982
J3F-65,Approach,VMC,0.0,0.0,2.0,0.0,1982
M20F,Cruise,VMC,0.0,0.0,0.0,1.0,1982
,Approach,VMC,0.0,0.0,1.0,0.0,1982
PA-18,Other,VMC,0.0,0.0,0.0,2.0,1982
206B,Approach,VMC,2.0,0.0,0.0,0.0,1982
150,Descent,VMC,1.0,0.0,0.0,0.0,1982
12,Standing,VMC,0.0,1.0,0.0,5.0,1982
172RG,Takeoff,VMC,0.0,0.0,0.0,2.0,1982
P210N,Landing,VMC,0.0,0.0,4.0,0.0,1982
170,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-32-300,Landing,VMC,0.0,0.0,0.0,3.0,1982
B35,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
PA-36,Maneuvering,VMC,1.0,0.0,0.0,0.0,1982
172,Cruise,IMC,3.0,0.0,0.0,0.0,1982
152,Taxi,VMC,0.0,0.0,0.0,1.0,1982
310K,Landing,VMC,0.0,0.0,0.0,1.0,1982
M20E,Climb,VMC,1.0,0.0,1.0,0.0,1982
PA-30,Approach,VMC,0.0,0.0,0.0,2.0,1982
600,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
182L,Cruise,VMC,0.0,2.0,0.0,0.0,1982
C-24R,Landing,VMC,0.0,0.0,0.0,1.0,1982
P337H,Landing,VMC,0.0,0.0,0.0,2.0,1982
B58,Landing,VMC,0.0,0.0,0.0,1.0,1982
152,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
SGS-1-35,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-38-112,Landing,VMC,0.0,0.0,0.0,2.0,1982
PA-23,Landing,VMC,0.0,0.0,0.0,1.0,1982
AX-7,Landing,VMC,0.0,1.0,1.0,2.0,1982
172,Cruise,VMC,0.0,2.0,0.0,0.0,1982
182P,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
M20K,Landing,VMC,0.0,0.0,0.0,2.0,1982
BC12-D,Taxi,VMC,0.0,0.0,0.0,3.0,1982
150,Taxi,VMC,0.0,0.0,0.0,3.0,1982
172N,Descent,UNK,0.0,0.0,0.0,1.0,1982
310,Takeoff,VMC,0.0,0.0,0.0,2.0,1982
PA-28-180,Descent,VMC,1.0,2.0,0.0,0.0,1982
182,Descent,VMC,0.0,0.0,0.0,1.0,1982
114,Landing,VMC,0.0,0.0,0.0,2.0,1982
172M,Takeoff,VMC,0.0,0.0,0.0,3.0,1982
M20J,Standing,VMC,0.0,1.0,0.0,1.0,1982
172RG,Takeoff,VMC,0.0,0.0,0.0,3.0,1982
DGA-15P,Landing,VMC,0.0,0.0,0.0,4.0,1982
172M,Landing,VMC,0.0,0.0,0.0,2.0,1982
177RG,Cruise,VMC,0.0,1.0,0.0,0.0,1982
206B III,Maneuvering,VMC,0.0,1.0,0.0,0.0,1982
UH-12E,Landing,VMC,0.0,0.0,1.0,1.0,1982
T188C,Cruise,VMC,0.0,0.0,0.0,1.0,1982
707-131B,Standing,VMC,1.0,0.0,0.0,0.0,1982
PA-28-140,Climb,VMC,0.0,0.0,0.0,1.0,1982
PA-28R-180,Climb,VMC,0.0,1.0,0.0,0.0,1982
TR182,Cruise,IMC,1.0,0.0,0.0,0.0,1982
RS-15,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
150,Cruise,VMC,0.0,0.0,0.0,1.0,1982
PA-28-181,Approach,VMC,0.0,0.0,0.0,2.0,1982
E18S,Takeoff,UNK,0.0,0.0,1.0,0.0,1982
PA-23 250,Approach,VMC,0.0,0.0,0.0,3.0,1982
SA-266TC,Maneuvering,UNK,0.0,0.0,0.0,9.0,1982
PA-28-181,Takeoff,IMC,0.0,0.0,0.0,2.0,1982
172,Landing,VMC,0.0,0.0,0.0,2.0,1982
V35B,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
12E,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
S-2R,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
210D,Cruise,VMC,1.0,1.0,0.0,0.0,1982
DC-9-82,Standing,VMC,0.0,0.0,0.0,68.0,1982
172,Cruise,UNK,2.0,0.0,0.0,0.0,1982
S-2R,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
2150A,Takeoff,VMC,0.0,0.0,2.0,0.0,1982
PA-28-151,Landing,VMC,0.0,0.0,0.0,1.0,1982
150M,Landing,VMC,0.0,0.0,0.0,1.0,1982
CB-1,Landing,VMC,0.0,0.0,0.0,1.0,1982
U-206,Takeoff,VMC,0.0,0.0,0.0,3.0,1982
180,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
7GCBC,Landing,VMC,0.0,0.0,0.0,1.0,1982
262A-12,Climb,IMC,0.0,0.0,0.0,30.0,1982
T337C,Approach,IMC,1.0,0.0,0.0,0.0,1982
150J,Takeoff,VMC,0.0,1.0,0.0,1.0,1982
95-55,Taxi,IMC,0.0,0.0,0.0,2.0,1982
95-B55,Landing,VMC,0.0,0.0,0.0,1.0,1982
172,Taxi,VMC,0.0,1.0,1.0,0.0,1982
172G,Landing,VMC,0.0,0.0,0.0,2.0,1982
310,Taxi,IMC,0.0,0.0,0.0,2.0,1982
R22,Maneuvering,VMC,1.0,1.0,0.0,0.0,1982
PA-38-112,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
PA-28-181,Taxi,VMC,0.0,0.0,0.0,2.0,1982
PA-34-200,Landing,IMC,0.0,0.0,0.0,3.0,1982
F33A,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-30,Landing,VMC,0.0,0.0,0.0,4.0,1982
182,Cruise,VMC,0.0,0.0,1.0,0.0,1982
501,Landing,VMC,0.0,0.0,0.0,2.0,1982
7ECA,Taxi,VMC,0.0,0.0,0.0,1.0,1982
182J,Landing,VMC,0.0,0.0,0.0,3.0,1982
172,Taxi,VMC,0.0,0.0,0.0,2.0,1982
A36TC,Approach,VMC,0.0,0.0,0.0,2.0,1982
PA-32,Approach,IMC,0.0,0.0,5.0,0.0,1982
M-1,Climb,VMC,0.0,1.0,0.0,0.0,1982
172,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
210G,Cruise,UNK,2.0,0.0,0.0,0.0,1982
120,Landing,VMC,0.0,0.0,2.0,0.0,1982
AA-1,Cruise,UNK,6.0,0.0,0.0,0.0,1982
KC-135A,Approach,UNK,6.0,0.0,0.0,0.0,1982
PA-22-150,Taxi,VMC,0.0,0.0,0.0,1.0,1982
PA-32-301T,Takeoff,VMC,0.0,0.0,0.0,6.0,1982
182B,Landing,VMC,0.0,0.0,0.0,1.0,1982
H-295,Taxi,VMC,0.0,0.0,0.0,4.0,1982
182H,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
152,Landing,VMC,0.0,0.0,0.0,1.0,1982
C-1,Landing,VMC,0.0,0.0,0.0,1.0,1982
182,Landing,VMC,0.0,0.0,0.0,1.0,1982
182,Takeoff,VMC,0.0,0.0,0.0,3.0,1982
200,Landing,VMC,0.0,0.0,0.0,4.0,1982
PA-28,Cruise,VMC,0.0,1.0,2.0,1.0,1982
172N,Descent,VMC,0.0,0.0,0.0,2.0,1982
BC12-D,Approach,VMC,0.0,0.0,1.0,1.0,1982
182,Climb,IMC,2.0,0.0,0.0,0.0,1982
PA-28R-201,Cruise,VMC,0.0,0.0,2.0,0.0,1982
C-45H,Climb,VMC,1.0,0.0,0.0,0.0,1982
T188C,Maneuvering,UNK,1.0,0.0,0.0,0.0,1982
PA-18-135,Approach,VMC,0.0,0.0,1.0,1.0,1982
210,Approach,VMC,0.0,1.0,0.0,2.0,1982
210M,Takeoff,VMC,0.0,0.0,2.0,2.0,1982
B24R,Takeoff,VMC,0.0,0.0,1.0,1.0,1982
152,Cruise,VMC,0.0,0.0,1.0,0.0,1982
182P,Takeoff,VMC,0.0,0.0,1.0,0.0,1982
T210G,Landing,VMC,0.0,0.0,0.0,2.0,1982
172,Maneuvering,VMC,0.0,0.0,0.0,4.0,1982
G-164B,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
PA-31P,Cruise,VMC,0.0,0.0,0.0,4.0,1982
182,Cruise,IMC,0.0,0.0,0.0,1.0,1982
185,Taxi,VMC,0.0,0.0,0.0,3.0,1982
58,Cruise,VMC,1.0,0.0,0.0,0.0,1982
340A,Climb,IMC,3.0,0.0,0.0,0.0,1982
402C,Takeoff,VMC,0.0,0.0,0.0,3.0,1982
340,Go-around,IMC,0.0,0.0,0.0,1.0,1982
T210M,Cruise,VMC,0.0,0.0,0.0,1.0,1982
C24R,Landing,IMC,1.0,0.0,0.0,0.0,1982
206B,Approach,VMC,0.0,0.0,0.0,4.0,1982
206 L-1,Cruise,VMC,0.0,0.0,1.0,0.0,1982
172N,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
M20K,Descent,IMC,1.0,0.0,0.0,0.0,1982
PA-18-150,Maneuvering,VMC,1.0,0.0,0.0,0.0,1982
172N,Cruise,IMC,1.0,0.0,0.0,0.0,1982
150,Cruise,IMC,1.0,0.0,0.0,0.0,1982
PA-28RT-201,Descent,VMC,0.0,0.0,0.0,2.0,1982
152,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-38-112,Cruise,VMC,0.0,0.0,1.0,0.0,1982
UH12E,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
182,Landing,VMC,0.0,0.0,0.0,1.0,1982
J3C-65,Taxi,VMC,0.0,0.0,0.0,1.0,1982
401,Climb,IMC,5.0,2.0,0.0,0.0,1982
PA-24-260,Takeoff,IMC,2.0,0.0,0.0,0.0,1982
421,Approach,IMC,1.0,2.0,0.0,0.0,1982
BD-4,Approach,VMC,2.0,0.0,0.0,0.0,1982
M20F,Takeoff,VMC,0.0,0.0,1.0,1.0,1982
PA-28-161,Takeoff,VMC,0.0,0.0,4.0,0.0,1982
180J,Landing,VMC,0.0,0.0,1.0,0.0,1982
PA-24-250,Landing,VMC,0.0,0.0,1.0,0.0,1982
A188B,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
47J-2A,Maneuvering,VMC,0.0,1.0,0.0,2.0,1982
F35,Maneuvering,VMC,3.0,0.0,0.0,0.0,1982
182,Cruise,VMC,0.0,3.0,2.0,0.0,1982
421C,Landing,VMC,0.0,0.0,0.0,1.0,1982
B-8M,Cruise,VMC,1.0,0.0,0.0,0.0,1982
177,Landing,VMC,0.0,2.0,3.0,0.0,1982
PA-38,Climb,VMC,0.0,0.0,1.0,2.0,1982
NA-265-80,Taxi,IMC,0.0,0.0,0.0,2.0,1982
172F,Landing,VMC,0.0,0.0,0.0,2.0,1982
172N,Maneuvering,VMC,1.0,0.0,0.0,0.0,1982
172N,Cruise,IMC,1.0,0.0,0.0,0.0,1982
8E,Landing,VMC,0.0,0.0,0.0,1.0,1982
A23-24,Taxi,VMC,0.0,0.0,0.0,3.0,1982
8E,Landing,VMC,0.0,0.0,0.0,1.0,1982
150,Landing,VMC,0.0,0.0,0.0,1.0,1982
F-28A,Cruise,VMC,0.0,0.0,0.0,1.0,1982
P-2 BIPLANE,Landing,VMC,0.0,0.0,0.0,1.0,1982
HP-10,Climb,VMC,0.0,0.0,1.0,0.0,1982
210,Landing,IMC,0.0,0.0,0.0,1.0,1982
H-369HS,Landing,VMC,0.0,0.0,0.0,2.0,1982
M20E,Cruise,VMC,0.0,0.0,2.0,0.0,1982
152,Landing,VMC,0.0,0.0,0.0,1.0,1982
U206G,Cruise,IMC,2.0,2.0,0.0,0.0,1982
T210M,Go-around,IMC,5.0,0.0,0.0,0.0,1982
PA-32R,Landing,VMC,0.0,0.0,0.0,2.0,1982
150,Cruise,VMC,0.0,0.0,0.0,1.0,1982
R-22,Maneuvering,VMC,0.0,0.0,0.0,2.0,1982
AA-5B,Landing,VMC,0.0,0.0,0.0,4.0,1982
172M,Landing,VMC,0.0,0.0,0.0,1.0,1982
PHOEBUS C,Landing,VMC,0.0,0.0,1.0,0.0,1982
172,Landing,VMC,0.0,0.0,0.0,2.0,1982
150M,Approach,VMC,1.0,0.0,0.0,0.0,1982
SA316B,Climb,VMC,0.0,4.0,3.0,0.0,1982
172,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
DGA-15P,Landing,VMC,0.0,0.0,0.0,2.0,1982
152,Approach,VMC,0.0,0.0,0.0,1.0,1982
310B,Approach,VMC,0.0,0.0,0.0,2.0,1982
177,Approach,VMC,0.0,0.0,1.0,0.0,1982
AT-301,Cruise,VMC,0.0,0.0,0.0,1.0,1982
414,Takeoff,VMC,0.0,2.0,0.0,0.0,1982
PA-38,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-28-140,Takeoff,VMC,0.0,1.0,0.0,0.0,1982
8KCAB,Approach,VMC,0.0,2.0,0.0,0.0,1982
PA-38-112,Go-around,VMC,0.0,0.0,0.0,2.0,1982
172,Landing,VMC,0.0,0.0,0.0,3.0,1982
690A,Approach,IMC,0.0,0.0,0.0,3.0,1982
BC-12D,Landing,VMC,0.0,0.0,0.0,2.0,1982
65-A90,Landing,VMC,0.0,0.0,0.0,2.0,1982
150,Descent,VMC,0.0,0.0,0.0,1.0,1982
PA-28-140,Cruise,IMC,1.0,0.0,0.0,0.0,1982
PA-44,Landing,VMC,0.0,0.0,0.0,2.0,1982
AC-100,Cruise,VMC,0.0,0.0,0.0,1.0,1982
PA-30,Landing,VMC,0.0,0.0,0.0,1.0,1982
707-123B,Landing,VMC,0.0,0.0,0.0,7.0,1982
PA-28-201T,Landing,VMC,0.0,0.0,0.0,2.0,1982
150,Cruise,VMC,0.0,0.0,2.0,0.0,1982
PA-28-236,Landing,VMC,0.0,0.0,1.0,2.0,1982
152,Landing,VMC,0.0,0.0,0.0,1.0,1982
SCORPION TOO,Taxi,VMC,0.0,1.0,0.0,0.0,1982
PA-28-151,Takeoff,IMC,0.0,1.0,0.0,0.0,1982
G159-C,Approach,VMC,0.0,0.0,0.0,20.0,1982
65-88,Approach,VMC,0.0,0.0,0.0,2.0,1982
PA-28R-180,Climb,IMC,0.0,0.0,0.0,2.0,1982
150L,Landing,VMC,0.0,0.0,0.0,2.0,1982
150L,Takeoff,VMC,0.0,0.0,0.0,2.0,1982
177RG,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-38-112,Cruise,VMC,0.0,0.0,0.0,1.0,1982
152,Landing,VMC,0.0,0.0,0.0,1.0,1982
T182RG,Landing,VMC,0.0,0.0,0.0,3.0,1982
58,Landing,VMC,0.0,0.0,1.0,3.0,1982
206,Maneuvering,IMC,1.0,1.0,0.0,0.0,1982
58,Cruise,VMC,6.0,0.0,0.0,0.0,1982
M20F,Cruise,IMC,3.0,0.0,0.0,0.0,1982
152,Cruise,UNK,0.0,0.0,0.0,2.0,1982
182,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
PA-28-235,Takeoff,VMC,0.0,0.0,1.0,0.0,1982
7GCBC,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
310Q,Landing,VMC,0.0,0.0,0.0,3.0,1982
108-2,Maneuvering,VMC,4.0,0.0,0.0,0.0,1982
175,Landing,VMC,0.0,0.0,1.0,0.0,1982
150F,Landing,VMC,0.0,0.0,1.0,1.0,1982
RF4D,Maneuvering,VMC,0.0,1.0,0.0,0.0,1982
25,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
95-B55,Landing,VMC,0.0,0.0,0.0,2.0,1982
T210N,Cruise,IMC,0.0,0.0,0.0,5.0,1982
310D,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-28-140,Takeoff,VMC,4.0,0.0,0.0,0.0,1982
150G,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
PA-28-180,Cruise,VMC,0.0,0.0,0.0,2.0,1982
PA-11,Maneuvering,VMC,0.0,2.0,0.0,0.0,1982
PA-32-301T,Landing,VMC,0.0,0.0,0.0,7.0,1982
C-46A,Approach,VMC,0.0,0.0,0.0,2.0,1982
M2OJ,Climb,IMC,2.0,0.0,0.0,0.0,1982
690C,Unknown,VMC,1.0,0.0,0.0,0.0,1982
150H,Approach,VMC,0.0,0.0,0.0,1.0,1982
PA-32R,Cruise,VMC,0.0,2.0,0.0,0.0,1982
415-C,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
182K,Takeoff,VMC,0.0,0.0,0.0,3.0,1982
100,Landing,VMC,0.0,0.0,0.0,4.0,1982
180,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-24-250,Cruise,IMC,0.0,0.0,0.0,2.0,1982
B35,Cruise,VMC,2.0,0.0,0.0,0.0,1982
180K,Cruise,IMC,0.0,0.0,1.0,0.0,1982
SA226TC,Takeoff,VMC,0.0,0.0,0.0,18.0,1982
152,Landing,VMC,0.0,0.0,0.0,1.0,1982
172L,Taxi,VMC,0.0,0.0,0.0,1.0,1982
172K,Taxi,VMC,0.0,0.0,0.0,4.0,1982
PA-32-300,Landing,VMC,0.0,0.0,2.0,3.0,1982
A188B,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-32R,Landing,UNK,0.0,0.0,0.0,1.0,1982
A185E,Takeoff,VMC,2.0,0.0,0.0,0.0,1982
PA-28R-200,Landing,VMC,0.0,0.0,0.0,1.0,1982
172,Taxi,VMC,0.0,0.0,0.0,1.0,1982
206-F,Climb,VMC,0.0,0.0,0.0,1.0,1982
180,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
PA-28-140,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
PA-31-350,Taxi,VMC,0.0,0.0,0.0,1.0,1982
172,Maneuvering,VMC,1.0,0.0,0.0,0.0,1982
PA-31-350,Cruise,VMC,0.0,0.0,0.0,3.0,1982
BO-105CBS,Maneuvering,VMC,3.0,0.0,0.0,0.0,1982
M35,Cruise,IMC,4.0,0.0,0.0,0.0,1982
SABRELINER 65,Taxi,VMC,0.0,0.0,0.0,8.0,1982
PA-31P,Cruise,VMC,0.0,0.0,0.0,2.0,1982
182,Taxi,VMC,0.0,0.0,0.0,1.0,1982
UH-12E,Cruise,VMC,0.0,0.0,0.0,4.0,1982
205,Taxi,VMC,0.0,0.0,1.0,0.0,1982
PA-36,Climb,VMC,0.0,0.0,1.0,0.0,1982
210N,Descent,VMC,0.0,0.0,3.0,0.0,1982
PA-18,Cruise,VMC,0.0,0.0,0.0,1.0,1982
D55,Takeoff,VMC,0.0,0.0,0.0,2.0,1982
7-B,Cruise,VMC,0.0,1.0,1.0,0.0,1982
A36,Cruise,IMC,2.0,0.0,0.0,0.0,1982
150M,Descent,VMC,0.0,0.0,0.0,1.0,1982
150,Cruise,VMC,0.0,0.0,0.0,2.0,1982
C23,Landing,VMC,0.0,0.0,0.0,1.0,1982
B35,Takeoff,VMC,3.0,1.0,0.0,0.0,1982
F33A,Landing,VMC,0.0,0.0,0.0,2.0,1982
172N,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
601P,Landing,VMC,0.0,0.0,0.0,5.0,1982
172,Taxi,VMC,0.0,0.0,0.0,1.0,1982
172,Taxi,VMC,0.0,0.0,0.0,1.0,1982
182,Descent,VMC,0.0,0.0,0.0,1.0,1982
182RG,Takeoff,VMC,0.0,0.0,0.0,2.0,1982
150F,Landing,VMC,0.0,0.0,1.0,0.0,1982
402B,Approach,IMC,0.0,0.0,0.0,3.0,1982
95,Standing,VMC,0.0,1.0,0.0,1.0,1982
PA-28-180,Approach,IMC,1.0,0.0,0.0,0.0,1982
PA-31-350,Descent,IMC,0.0,3.0,2.0,0.0,1982
S-2R,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
PA-44-180,Landing,VMC,0.0,1.0,1.0,0.0,1982
150,Taxi,VMC,0.0,0.0,0.0,1.0,1982
PA-28R-201T,Landing,VMC,0.0,0.0,0.0,1.0,1982
SA226TC,Landing,IMC,0.0,0.0,0.0,2.0,1982
T210L,Approach,IMC,0.0,0.0,3.0,2.0,1982
A185E,Approach,VMC,0.0,0.0,2.0,0.0,1982
S-58J,Takeoff,VMC,0.0,0.0,0.0,2.0,1982
E55,Climb,IMC,2.0,0.0,0.0,0.0,1982
M20B,Cruise,IMC,2.0,0.0,0.0,0.0,1982
320F,Maneuvering,IMC,3.0,0.0,0.0,0.0,1982
177RG,Cruise,VMC,0.0,1.0,0.0,0.0,1982
NAVION A,Landing,VMC,0.0,0.0,2.0,0.0,1982
PA-24-250,Cruise,VMC,0.0,0.0,0.0,3.0,1982
421B,Approach,VMC,0.0,0.0,1.0,2.0,1982
G-164,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
PA-23-150,Maneuvering,VMC,0.0,0.0,0.0,3.0,1982
310,Landing,VMC,0.0,0.0,0.0,2.0,1982
340A,Landing,IMC,0.0,0.0,0.0,1.0,1982
180K,Taxi,VMC,0.0,0.0,0.0,2.0,1982
152,Landing,VMC,0.0,0.0,0.0,1.0,1982
65-A90,Landing,VMC,0.0,0.0,0.0,2.0,1982
AT-400,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-28-181,Cruise,VMC,0.0,0.0,0.0,2.0,1982
PA-28R-201,Landing,VMC,0.0,0.0,0.0,1.0,1982
150,Cruise,VMC,0.0,0.0,1.0,1.0,1982
C-18S,Cruise,VMC,0.0,0.0,0.0,9.0,1982
172,Cruise,VMC,0.0,0.0,0.0,2.0,1982
PA-32,Takeoff,VMC,0.0,0.0,0.0,6.0,1982
PA-25-235,Cruise,VMC,0.0,0.0,0.0,1.0,1982
177,Takeoff,VMC,3.0,0.0,0.0,0.0,1982
3/4 SPITFIRE,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
727-200,Landing,IMC,0.0,0.0,0.0,108.0,1982
47G-2A,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
11AC,Takeoff,VMC,0.0,1.0,0.0,0.0,1982
152,Cruise,VMC,0.0,0.0,0.0,1.0,1982
210A,Landing,VMC,0.0,0.0,0.0,2.0,1982
PA-23-170,Standing,VMC,0.0,0.0,0.0,2.0,1982
206,Cruise,IMC,0.0,0.0,1.0,0.0,1982
182M,Cruise,UNK,3.0,0.0,0.0,0.0,1982
PA-28-181,Approach,VMC,0.0,0.0,0.0,3.0,1982
PA-38-112,Landing,VMC,0.0,0.0,0.0,1.0,1982
R-22,Maneuvering,VMC,0.0,0.0,0.0,2.0,1982
150,Descent,VMC,0.0,0.0,0.0,2.0,1982
172,Landing,VMC,0.0,0.0,0.0,1.0,1982
PA-28-140,Landing,VMC,0.0,0.0,0.0,2.0,1982
A152,Takeoff,IMC,1.0,0.0,0.0,0.0,1982
172N,Takeoff,VMC,0.0,0.0,2.0,0.0,1982
182,Maneuvering,VMC,1.0,0.0,0.0,0.0,1982
369D,Cruise,VMC,3.0,0.0,0.0,0.0,1982
47G-4,Cruise,VMC,0.0,2.0,0.0,0.0,1982
S1S,Approach,VMC,0.0,1.0,0.0,0.0,1982
PA-23-250,Takeoff,VMC,0.0,0.0,0.0,5.0,1982
172,Landing,VMC,0.0,0.0,0.0,2.0,1982
172P,Approach,VMC,0.0,0.0,4.0,0.0,1982
PA-22-160,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
F-19,Landing,VMC,0.0,0.0,0.0,2.0,1982
PA-32,Takeoff,VMC,0.0,0.0,0.0,3.0,1982
AEROSTAR 602P,Descent,VMC,0.0,0.0,1.0,3.0,1982
180,Landing,VMC,0.0,0.0,0.0,3.0,1982
172,Taxi,VMC,0.0,0.0,0.0,2.0,1982
AS350D ASTAR,Approach,VMC,0.0,0.0,1.0,2.0,1982
269B,Cruise,VMC,0.0,0.0,1.0,2.0,1982
G-164A,Maneuvering,VMC,0.0,0.0,0.0,1.0,1982
150G,Approach,VMC,0.0,0.0,1.0,0.0,1982
M20F,Landing,VMC,0.0,0.0,0.0,2.0,1982
PA-34,Approach,VMC,0.0,0.0,0.0,1.0,1982
206B,Takeoff,VMC,0.0,0.0,1.0,0.0,1982
108-1,Landing,VMC,0.0,0.0,0.0,1.0,1982
177,Landing,VMC,0.0,0.0,0.0,3.0,1982
FGID(F4U),Cruise,VMC,0.0,0.0,0.0,1.0,1982
,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
K.R.1,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
170A,Landing,VMC,0.0,0.0,1.0,2.0,1982
UH-12E,Maneuvering,VMC,0.0,1.0,0.0,0.0,1982
47G-2,Takeoff,VMC,0.0,0.0,0.0,2.0,1982
PA-32R-300,Takeoff,VMC,3.0,1.0,0.0,0.0,1982
PA-28-235,Landing,VMC,0.0,0.0,1.0,0.0,1982
172N,Takeoff,VMC,0.0,0.0,1.0,1.0,1982
VARIEZE,Landing,VMC,0.0,0.0,0.0,1.0,1982
SPEED ASTIR II,Climb,VMC,1.0,1.0,0.0,0.0,1982
ASW-20,Climb,VMC,1.0,1.0,0.0,0.0,1982
AA-5B,Descent,VMC,0.0,0.0,0.0,2.0,1982
205,Landing,VMC,0.0,0.0,0.0,6.0,1982
182A,Cruise,IMC,0.0,0.0,0.0,1.0,1982
170B,Cruise,VMC,0.0,0.0,0.0,1.0,1982
PA-31,Taxi,VMC,0.0,0.0,0.0,7.0,1982
PA-25-235D,Takeoff,VMC,0.0,0.0,0.0,1.0,1982
SA 318C,Cruise,IMC,2.0,1.0,0.0,0.0,1982
SA315B,Maneuvering,VMC,0.0,0.0,1.0,0.0,1982
222,Cruise,VMC,3.0,0.0,0.0,0.0,1982
M20J,Cruise,VMC,3.0,0.0,0.0,0.0,1982
210-5,Approach,IMC,4.0,0.0,0.0,0.0,1982
M-4-220C,Takeoff,IMC,1.0,1.0,0.0,0.0,1982
77,Cruise,VMC,0.0,1.0,0.0,0.0,1982
